gene_symbol	s_het	s_het_lower95	s_het_upper95	NFE_s_het	NFE_s_het_lower95	NFE_s_het_upper95	rank	quintile	decile	U	N	NFE_N	n	NFE_n
ZC3H12B	0.1561899103	0.031	0.589	0.10669	0	0	2128	1	2	1.84E-06	77769.5387899999	47795	1	1
ERAS	0.156176449	0.008	0.989	0.05467	0	0	2129	1	2	2.59E-07	65633.62857	37660.8571	0	0
HDAC5	0.1561647683	0.044	0.481	0.12122	0	1	2130	1	2	2.73E-06	103853.612	64953	2	0
ID2	0.1558111286	0.008	0.988	0.05446	0	0	2131	1	2	1.43E-07	118234.6098	66183.2174	0	0
ZZZ3	0.155589954	0.044	0.479	0.12075	0	1	2132	1	2	2.49E-06	113362.1387	36090	2	0
GABBR1	0.1555380822	0.044	0.479	0.12071	0	0	2133	1	2	2.73E-06	103354.9838	64858	2	2
ZNF574	0.1555244707	0.034	0.544	0.1119	0	0	2134	1	2	1.41E-06	116778.3395	66596	1	1
CACNA1D	0.15547278	0.067	0.35	0.13768	0	0	2135	1	2	6.31E-06	116464.7942	66618.4	5	3
S100A7L2	0.1554687239	0.008	0.986	0.05426	0	0	2136	1	2	1.48E-07	113661.6667	66609.4444	0	0
CISD2	0.1554574671	0.008	0.986	0.05426	0	0	2137	1	2	2.31E-07	72810.02151	55418	0	0
CHD8	0.1554163727	0.067	0.35	0.13763	0	1	2138	1	2	7.28E-06	100907.7028	66021.3333	5	1
HIST1H1B	0.1552753627	0.008	0.985	0.05415	0	0	2139	1	2	1.46E-07	114888.0654	65361.5682	0	0
ADCY1	0.1550927565	0.044	0.478	0.12034	0	0	2140	1	2	2.46E-06	114305.9552	66593	2	2
ELMSAN1	0.1549664311	0.044	0.478	0.12023	0	0	2141	1	2	2.56E-06	109733.838	63621	2	2
WDR37	0.1549480022	0.034	0.542	0.11142	0	0	2142	1	2	1.42E-06	115352.288	66686	1	1
SMG7	0.1547792691	0.053	0.416	0.12832	0	0	2143	1	2	3.74E-06	114451.9248	66060.6667	3	3
C19orf12	0.1547099083	0.008	0.983	0.05383	0	1	2144	1	2	2.49E-07	66798.58147	64937.3778	0	0
USP1	0.154636278	0.034	0.542	0.11116	0	0	2145	1	2	1.40E-06	116669.5421	66652	1	1
PIN4	0.1544968348	0.008	0.982	0.05371	0	0	2146	1	2	2.78E-07	59640	32986.7	0	0
CIC	0.15442757	0.044	0.476	0.11979	0	0	2147	1	2	2.54E-06	110137.9426	66357	2	2
SOX13	0.1540877993	0.031	0.582	0.10503	0	0	2148	1	2	1.55E-06	90594.85371	66638	1	1
RAPGEF2	0.1539145189	0.053	0.414	0.12757	0	0	2149	1	2	3.94E-06	107960.3973	65551.3333	3	3
BRK1	0.1533247874	0.007	0.977	0.05304	0	0	2150	1	2	1.78E-07	91517.36709	49139.8182	0	0
ILF2	0.1531477306	0.033	0.538	0.10993	0	0	2151	1	2	1.38E-06	116763.1928	66722	1	1
CETN1	0.1531262831	0.007	0.976	0.05293	0	0	2152	1	2	1.58E-07	102792.5505	63221.5429	0	0
S100A8	0.1529516971	0.007	0.975	0.05283	0	0	2153	1	2	1.34E-07	120882.8	66706.4444	0	0
ANGPT1	0.1525596954	0.033	0.536	0.10944	0	0	2154	1	2	1.38E-06	116134.2933	66654	1	1
JMY	0.1525575219	0.043	0.471	0.11824	0	0	2155	1	2	2.59E-06	106449.5029	66667	2	1
NPAS2	0.1524822934	0.043	0.471	0.11817	0	0	2156	1	2	2.45E-06	112466.0026	66650	2	2
SPTSSA	0.1520147538	0.007	0.971	0.0523	0	0	2157	1	2	1.71E-07	93384.52174	61641.1765	0	0
CTDSPL2	0.1517891233	0.033	0.534	0.1088	0	1	2158	1	2	1.38E-06	115311.9419	65812	1	0
COL3A1	0.1516631984	0.059	0.369	0.13077	0	0	2159	1	2	5.09E-06	111252.8064	66247.5	4	3
HIPK2	0.1515617303	0.043	0.469	0.11741	0	0	2160	1	2	2.56E-06	106857.3399	66001	2	1
UPF1	0.1515380556	0.043	0.469	0.11739	0	1	2161	1	2	2.44E-06	112091.6933	64132	2	0
LYN	0.1515065287	0.033	0.533	0.10857	0	1	2162	1	2	1.33E-06	119334.5782	66710	1	0
ASXL3	0.1513998871	0.052	0.407	0.12541	0	0	2163	1	2	3.78E-06	110467.6416	57510.6667	3	2
SMARCAD1	0.15135423	0.043	0.468	0.11724	0	0	2164	1	2	2.71E-06	100777.6198	66033	2	1
MAGED1	0.1513087781	0.03	0.574	0.10285	0	0	2165	1	2	1.92E-06	71307.69501	46804	1	1
TNFAIP8L2	0.1512708418	0.007	0.968	0.05188	0	0	2166	1	2	1.33E-07	118703.0569	66117.6364	0	0
C18orf8	0.150849318	0.043	0.467	0.11682	0	0	2167	1	2	2.31E-06	117757.2459	66679	2	2
SEC61G	0.1507797895	0.007	0.966	0.0516	0	0	2168	1	2	1.37E-07	114367.5462	66610.6667	0	0
SKP2	0.1505687922	0.033	0.531	0.1078	0	1	2169	1	2	1.35E-06	116547.3589	66500	1	0
LRRC7	0.1501603672	0.052	0.404	0.12435	0	0	2170	1	2	3.62E-06	114290.8824	64868.6667	3	2
ANKIB1	0.1500035842	0.042	0.464	0.11612	0	1	2171	1	2	2.89E-06	93494.35974	66611	2	0
NDUFC2	0.1499083598	0.007	0.962	0.05111	0	0	2172	1	2	1.72E-07	89871.26316	57674.4	0	0
PPY	0.1498608458	0.007	0.962	0.05108	0	0	2173	1	2	1.95E-07	79212.38554	48931.1429	0	0
LCE3A	0.1498018588	0.007	0.962	0.05105	0	0	2174	1	2	1.28E-07	120564.1818	66304.6667	0	0
CAPN6	0.1496670268	0.03	0.569	0.10157	0	0	2175	1	2	1.60E-06	84280.7333299999	47626	1	1
HIST2H2BE	0.1496566877	0.007	0.961	0.05097	0	0	2176	1	2	1.29E-07	119358.8539	66153.6279	0	0
LRRC8D	0.1495303132	0.032	0.528	0.10694	0	0	2177	1	2	1.32E-06	118045.3377	66600	1	1
PSMD13	0.1494458598	0.032	0.527	0.10687	0	0	2178	1	2	1.33E-06	117065.0594	66734	1	1
ZNF280C	0.1494165066	0.029	0.568	0.10137	0	1	2179	1	2	1.65E-06	81536.61795	47073	1	0
HIST1H2BK	0.1494001569	0.007	0.96	0.05082	0	0	2180	1	2	1.29E-07	118881.1048	66163.5854	0	0
SRP54	0.1493733516	0.032	0.527	0.10681	0	0	2181	1	2	1.34E-06	116112.4485	66150	1	1
CCT8	0.1493135013	0.032	0.527	0.10676	0	0	2182	1	2	1.35E-06	115187.6515	63568	1	1
WDFY3	0.1492325417	0.076	0.29	0.13787	0	0	2183	1	2	9.83E-06	116784.6746	63112	8	6
NDUFC2-KCTD14	0.149115264	0.007	0.959	0.05067	0	0	2184	1	2	1.73E-07	88250.53782	62654.4615	0	0
PATL1	0.1490709104	0.042	0.462	0.11535	0	0	2185	1	2	2.84E-06	94434.5102	66722	2	2
SEC61A1	0.1490041224	0.032	0.526	0.1065	0	1	2186	1	2	1.36E-06	114008.867	66218	1	0
HMGCR	0.1489673533	0.042	0.462	0.11527	0	0	2187	1	2	2.29E-06	117018.1734	66172	2	1
MZT1	0.1489449239	0.007	0.958	0.05057	0	0	2188	1	2	1.47E-07	103582.0168	50626.5455	0	0
TBC1D10B	0.1487352118	0.029	0.566	0.10084	0	0	2189	1	2	2.05E-06	65211.35423	39758	1	1
KIAA2018	0.1486998852	0.051	0.401	0.1231	0	0	2190	1	2	3.45E-06	118614.9962	66697.3333	3	2
TSHZ1	0.148665147	0.032	0.525	0.10622	0	0	2191	1	2	1.35E-06	114487.5057	66682	1	1
MAK16	0.1485953348	0.032	0.525	0.10617	0	1	2192	1	2	1.36E-06	113570.9375	66682	1	0
G6PD	0.1485952097	0.029	0.566	0.10073	0	0	2193	1	2	1.73E-06	77172.46702	2535	1	0
FLYWCH2	0.1484676526	0.007	0.956	0.0503	0	0	2194	1	2	1.45E-07	104224.3176	54228.9583	0	0
SPANXC	0.1483373578	0.007	0.955	0.05023	0	0	2195	1	2	2.13E-07	70804.97368	36406.6129	0	0
COL2A1	0.1483316979	0.058	0.361	0.12784	0	0	2196	1	2	5.06E-06	109243.2479	65485.5	4	3
DEFB128	0.1481115506	0.007	0.954	0.0501	0	0	2197	1	2	1.24E-07	121191	66693.7647	0	0
KRTAP21-1	0.1479445381	0.007	0.953	0.05001	0	0	2198	1	2	1.25E-07	119903.7049	66417.2941	0	0
ZC3H14	0.147911176	0.042	0.459	0.1144	0	1	2199	1	2	2.31E-06	115024.095999999	66365	2	0
CTR9	0.1477769324	0.051	0.398	0.12231	0	0	2200	1	2	3.46E-06	117449.354	66347	3	1
EBF1	0.1477307976	0.032	0.523	0.10546	0	1	2201	1	2	1.41E-06	108652.1022	66664	1	0
SLC6A14	0.1477023804	0.029	0.563	0.10003	0	1	2202	1	2	1.64E-06	80728.38832	47427	1	0
SFTA2	0.147674632	0.007	0.952	0.04986	0	0	2203	1	2	1.38E-07	108143.9535	62234.6154	0	0
ARMC8	0.1476476161	0.042	0.458	0.11418	0	0	2204	1	2	2.40E-06	110475.3507	49141	2	1
TNRC6A	0.1475017734	0.058	0.359	0.12711	0	0	2205	1	2	4.73E-06	116154.8245	66604	4	3
CPSF7	0.1474905468	0.032	0.522	0.10526	0	1	2206	1	2	1.37E-06	111569.9042	66450	1	0
ASUN	0.14743911	0.042	0.457	0.11401	0	0	2207	1	2	2.29E-06	115586.9793	66531	2	1
PKIG	0.14740525	0.007	0.951	0.04971	0	0	2208	1	2	1.27E-07	117007.9467	66566.5333	0	0
COLEC12	0.1473380539	0.032	0.522	0.10513	0	1	2209	1	2	1.33E-06	114759.0856	65102	1	0
TAL2	0.1470429612	0.007	0.949	0.04951	0	0	2210	1	2	1.28E-07	115424.3235	66376.9231	0	0
TCEAL8	0.146958772	0.007	0.949	0.04946	0	0	2211	1	2	1.75E-07	84311.0256399999	47779.8	0	0
PPAT	0.1469005059	0.032	0.521	0.10477	0	0	2212	1	2	1.35E-06	112589.2915	66630	1	1
KDM6B	0.1467920214	0.051	0.396	0.12146	0	1	2213	1	2	3.84E-06	105036.4653	65320	3	1
C19orf73	0.1466073646	0.007	0.947	0.04927	0	0	2214	1	2	1.25E-07	117372.4526	65228.8333	0	0
NDUFA1	0.1464592043	0.007	0.947	0.04918	0	0	2215	1	2	1.69E-07	86607.54545	47980.75	0	0
SYVN1	0.1462565075	0.031	0.519	0.10424	0	1	2216	1	2	1.40E-06	107902.8393	66720	1	0
HTATSF1	0.146227074	0.029	0.559	0.09888	0	1	2217	1	2	1.53E-06	85333.50187	47884	1	0
C6orf226	0.1461432618	0.007	0.945	0.04901	0	0	2218	1	2	1.32E-07	110321.2923	62536.1935	0	0
SAFB2	0.1461362568	0.041	0.454	0.11293	0	0	2219	1	2	2.58E-06	101514.2614	65303	2	2
USP3	0.1459559887	0.031	0.518	0.104	0	0	2220	1	2	1.41E-06	106829.7371	66008	1	1
GABBR2	0.1457353555	0.041	0.453	0.1126	0	0	2221	1	2	2.36E-06	110614.5444	65853	2	1
AP2M1	0.1456288317	0.031	0.517	0.10373	0	0	2222	1	2	1.40E-06	107255.6369	66738	1	1
MORC3	0.1456032043	0.041	0.452	0.11249	0	0	2223	1	2	2.43E-06	107311.9877	66396	2	1
ANKRD28	0.1452886635	0.041	0.452	0.11223	0	0	2224	1	2	2.71E-06	95976.64831	52810	2	1
SNIP1	0.1452808045	0.031	0.516	0.10344	0	0	2225	1	2	1.35E-06	110856.5136	66726	1	1
WDR48	0.1452721248	0.041	0.451	0.11222	0	0	2226	1	2	2.24E-06	116098.8499	66552	2	2
CNKSR2	0.1450772816	0.041	0.451	0.11206	0	0	2227	1	2	3.26E-06	79645.92237	45389	2	1
SPAG9	0.1450560321	0.05	0.392	0.11998	0	0	2228	1	2	3.65E-06	109040.9526	63634	3	1
GNG12	0.1449941006	0.007	0.94	0.04837	0	0	2229	1	2	1.18E-07	121132.5806	66701.3333	0	0
DHX40	0.1449850195	0.041	0.451	0.11198	0	0	2230	1	2	2.58E-06	100561.591	55740	2	1
PAK3	0.1448352177	0.028	0.554	0.0978	0	0	2231	1	2	1.63E-06	79040.95633	47956	1	1
MEIS2	0.1446796007	0.031	0.514	0.10295	0	0	2232	1	2	1.29E-06	115341.9711	49560	1	1
BNC1	0.1446602609	0.031	0.514	0.10293	0	0	2233	1	2	1.27E-06	117136.4884	65636	1	1
MINK1	0.1446059106	0.05	0.39	0.11959	0	1	2234	1	2	4.58E-06	86597.48784	61112.6667	3	1
C19orf48	0.1445974314	0.007	0.939	0.04815	0	0	2235	1	2	1.78E-07	79782.9441	65077.1579	0	0
PSPC1	0.1445241583	0.031	0.514	0.10282	0	0	2236	1	2	1.32E-06	112551.3127	65926	1	1
NUP85	0.1444930406	0.041	0.449	0.11158	0	0	2237	1	2	2.29E-06	112838.4273	59330	2	2
SNX13	0.1444866152	0.041	0.449	0.11157	0	1	2238	1	2	3.02E-06	85558.37921	66233	2	0
RTF1	0.144470431	0.041	0.449	0.11156	0	0	2239	1	2	2.37E-06	109009.2049	33676	2	1
ATP9A	0.1444231424	0.05	0.39	0.11943	0	0	2240	1	2	3.47E-06	114136.9314	66696	3	2
REPIN1	0.1442246913	0.028	0.552	0.09732	0	0	2241	1	2	1.44E-06	88946.4729299999	66472	1	1
MED13L	0.1441714383	0.056	0.352	0.12418	0	0	2242	1	2	4.66E-06	115012.739	59122	4	4
FBL	0.144092503	0.031	0.513	0.10247	0	1	2243	1	2	1.33E-06	111239.0462	65614	1	0
PLS3	0.1440024662	0.028	0.552	0.09715	0	1	2244	1	2	1.59E-06	80382.93046	47920	1	0
HIST1H2BJ	0.1439593828	0.007	0.936	0.0478	0	0	2245	1	2	1.16E-07	121150.5161	66649.5	0	0
GRM2	0.1439451115	0.031	0.512	0.10234	0	0	2246	1	2	1.28E-06	115419.1383	64602	1	1
ANK2	0.1438781409	0.07	0.291	0.13149	0	0	2247	1	2	8.40E-06	114531.1059	66585.3333	7	2
ZNF770	0.1438370847	0.031	0.512	0.10226	0	0	2248	1	2	1.25E-06	118065.2773	64962	1	1
MLLT11	0.1436972533	0.007	0.935	0.04766	0	0	2249	1	2	1.16E-07	120628.3273	66617.25	0	0
ATG16L1	0.1436768715	0.04	0.447	0.11091	0	0	2250	1	2	2.29E-06	112079.4123	63722	2	1
LEPR	0.1435358723	0.04	0.447	0.11079	0	1	2251	1	2	2.31E-06	110979.1439	66490	2	0
SMAD4	0.1435137887	0.031	0.511	0.10199	0	0	2252	1	2	1.31E-06	112304.0826	66204	1	1
KRTAP19-2	0.1434575573	0.007	0.934	0.04753	0	0	2253	1	2	1.15E-07	121196.4583	66727.5556	0	0
TFG	0.1433976323	0.031	0.511	0.1019	0	0	2254	1	2	1.29E-06	113916.3013	66696	1	1
NR2C2	0.1432766724	0.031	0.511	0.1018	0	1	2255	1	2	1.25E-06	117423.1191	66424	1	0
FAM229B	0.1432392004	0.007	0.933	0.04741	0	0	2256	1	2	1.15E-07	120759.1507	66686.5	0	0
KRTAP3-2	0.1431090993	0.007	0.932	0.04734	0	0	2257	1	2	1.15E-07	120498.9114	66621.037	0	0
DPYSL2	0.1430028807	0.031	0.51	0.10157	0	0	2258	1	2	1.31E-06	111746.0117	66584	1	1
SPRTN	0.142999695	0.031	0.51	0.10157	0	0	2259	1	2	1.25E-06	117106.1765	66604	1	1
CYTH1	0.1427878629	0.031	0.509	0.1014	0	0	2260	1	2	1.42E-06	102873.2168	66682	1	1
DEFB131	0.142737488	0.007	0.93	0.04713	0	0	2261	1	2	1.24E-07	111064.8533	62303.2941	0	0
RFX3	0.1426199213	0.04	0.444	0.11004	0	0	2262	1	2	2.30E-06	110615.015	66612	2	1
ABL1	0.1424530963	0.04	0.444	0.1099	0	1	2263	1	2	2.25E-06	112915.6434	65290	2	0
PRR15L	0.1424025708	0.007	0.929	0.04695	0	0	2264	1	2	1.20E-07	114127.7079	66265.4	0	0
LONP1	0.142399763	0.04	0.444	0.10986	0	0	2265	1	2	2.28E-06	111380.2364	63288	2	1
RGAG1	0.1423353317	0.028	0.547	0.09585	0	0	2266	1	2	1.44E-06	87332.24048	47988	1	1
FRS2	0.1423100446	0.03	0.508	0.101	0	0	2267	1	2	1.22E-06	119178.5581	66656	1	1
MOBP	0.1423087387	0.007	0.928	0.0469	0	0	2268	1	2	1.50E-07	91159.09259	44312.4444	0	0
SPTY2D1	0.1422251953	0.04	0.443	0.10971	0	0	2269	1	2	2.12E-06	119611.4619	66707	2	2
ATP7A	0.1421609269	0.04	0.443	0.10966	0	1	2270	1	2	2.96E-06	85621.57886	47835	2	0
ELF3	0.1421119729	0.03	0.507	0.10084	0	0	2271	1	2	1.26E-06	115170.9461	66732	1	1
S100A7	0.1421055033	0.006	0.927	0.04679	0	0	2272	1	2	1.13E-07	120596.7156	66701.7895	0	0
ALDH1A1	0.1419767648	0.03	0.507	0.10073	0	1	2273	1	2	1.23E-06	117823.3272	66712	1	0
NFATC2	0.1417847158	0.04	0.442	0.10935	0	1	2274	1	2	2.31E-06	109368.6461	66740	2	0
RBFOX2	0.1414663991	0.03	0.506	0.10031	0	0	2275	1	2	1.34E-06	107609.0242	66656	1	1
PKM	0.1414602698	0.03	0.506	0.10031	0	0	2276	1	2	1.36E-06	106020.1277	66692	1	1
PCLO	0.1414471581	0.072	0.275	0.13064	0	0	2277	1	2	9.83E-06	110466.3065	63497.75	8	6
IL1RAPL2	0.1412628235	0.027	0.543	0.09502	0	1	2278	1	2	1.49E-06	83519.828	47192	1	0
MTMR12	0.1409741003	0.04	0.44	0.10868	0	0	2279	1	2	2.24E-06	112019.3042	66418	2	2
ASIC2	0.1408138369	0.03	0.504	0.09978	0	1	2280	1	2	1.32E-06	108537	66682	1	0
HIVEP1	0.1407928618	0.055	0.344	0.12121	0	0	2281	1	2	4.44E-06	117646.6432	66480	4	2
SMR3B	0.1407732146	0.006	0.921	0.04606	0	0	2282	1	2	1.17E-07	113886.0885	65722.3333	0	0
TMEM100	0.1407520503	0.006	0.921	0.04605	0	0	2283	1	2	1.12E-07	118927.5526	66557.7	0	0
BACH2	0.1406848703	0.03	0.503	0.09967	0	0	2284	1	2	1.20E-06	119238.1866	66722	1	1
EMC6	0.1406366774	0.006	0.921	0.04599	0	0	2285	1	2	1.39E-07	95638.89231	54520.0588	0	0
PACS2	0.1406329461	0.039	0.439	0.1084	0	0	2286	1	2	2.45E-06	102122.7691	61181	2	2
HMG20A	0.1405424691	0.03	0.503	0.09956	0	0	2287	1	2	1.23E-06	116165.7188	66286	1	1
SERTM1	0.1403287406	0.006	0.919	0.04582	0	0	2288	1	2	1.11E-07	119137.8571	66666.8235	0	0
RAE1	0.1400088579	0.03	0.502	0.09912	0	1	2289	1	2	1.31E-06	108494.4904	66736	1	0
WWC3	0.1399935397	0.039	0.437	0.10788	0	0	2290	1	2	3.25E-06	76568.57458	46766	2	2
ZBTB16	0.1399740008	0.03	0.502	0.09909	0	1	2291	1	2	1.20E-06	118398.7014	63884	1	0
E2F8	0.1398541024	0.039	0.437	0.10776	0	1	2292	1	2	2.09E-06	118924.8952	66581	2	0
COX7B2	0.1397656578	0.006	0.917	0.04551	0	0	2293	1	2	1.08E-07	121274.1081	66399.3333	0	0
ATN1	0.1397485828	0.039	0.436	0.10768	0	0	2294	1	2	2.33E-06	106579.3819	45921	2	1
KRTAP3-1	0.1397479317	0.006	0.917	0.0455	0	0	2295	1	2	1.15E-07	113857.5949	65816	0	0
XKR4	0.1395586132	0.03	0.5	0.09875	0	1	2296	1	2	1.32E-06	107190.0728	64980	1	0
SOCS5	0.1394225844	0.03	0.5	0.09864	0	0	2297	1	2	1.18E-06	119744.6333	65720	1	1
CHD5	0.1394035646	0.055	0.341	0.11999	0	0	2298	1	2	5.01E-06	103147.0754	61564.5	4	2
ADRBK1	0.1388456313	0.039	0.434	0.10694	0	0	2299	1	2	2.21E-06	111503.5119	64421	2	2
HECW1	0.1388335092	0.054	0.339	0.11948	0	0	2300	1	2	4.57E-06	112577.1286	66266.5	4	3
ZNF292	0.1387055455	0.054	0.339	0.11937	0	0	2301	1	2	4.95E-06	103831.0557	66274.6667	4	2
ARHGEF2	0.138689775	0.048	0.376	0.11453	0	0	2302	1	2	3.52E-06	107530.3488	66469.3333	3	2
EHF	0.1386439109	0.029	0.498	0.09801	0	0	2303	1	2	1.20E-06	116833.3092	66674	1	1
HIST3H2A	0.1385242496	0.006	0.911	0.04484	0	0	2304	1	2	1.12E-07	114464.963	64911.76	0	0
ZMIZ2	0.1385122767	0.039	0.433	0.10666	0	0	2305	1	2	2.15E-06	114288.0972	64961	2	2
USP34	0.1384525353	0.073	0.26	0.12894	0	0	2306	1	2	1.05E-05	114287.0957	66190	9	6
DICER1	0.1384201267	0.054	0.338	0.11912	0	0	2307	1	2	4.39E-06	116815.0399	66105.6	4	2
NAA25	0.1383128475	0.047	0.375	0.11421	0	0	2308	1	2	3.31E-06	114005.222	66669.3333	3	1
C9orf69	0.1378752778	0.006	0.908	0.04449	0	0	2309	1	2	1.49E-07	85073.67797	29927.4545	0	0
ELF2	0.1378690128	0.029	0.496	0.09738	0	0	2310	1	2	1.20E-06	115924.5425	66734	1	1
INO80D	0.1378459736	0.039	0.431	0.10612	0	0	2311	1	2	2.25E-06	108584.3467	65344	2	1
CCT7	0.137747564	0.029	0.495	0.09728	0	1	2312	1	2	1.20E-06	115782.3274	66696	1	0
PI4K2A	0.1376997241	0.029	0.495	0.09724	0	0	2313	1	2	1.26E-06	110215.5462	30586	1	1
GIT1	0.1376595528	0.039	0.431	0.10596	0	0	2314	1	2	2.23E-06	109382.0981	66109	2	1
ADD2	0.1376102582	0.039	0.43	0.10592	0	1	2315	1	2	2.14E-06	113933.766	65876	2	0
GLS	0.1375726623	0.038	0.43	0.10589	0	1	2316	1	2	2.35E-06	103718.7594	66493	2	0
HNRNPAB	0.137196996	0.029	0.494	0.09683	0	0	2317	1	2	1.15E-06	120144.3649	66674	1	1
ABCF2	0.1371875255	0.038	0.429	0.10558	0	1	2318	1	2	2.04E-06	119082.5036	66692	2	0
BLCAP	0.1369629986	0.006	0.904	0.044	0	0	2319	1	2	1.18E-07	105716.6067	58315.8889	0	0
RFX4	0.1368576036	0.038	0.428	0.10531	0	1	2320	1	2	2.19E-06	110609.2232	66604	2	0
SRC	0.1368027514	0.029	0.493	0.09651	0	1	2321	1	2	1.31E-06	105048.5067	65454	1	0
CAMSAP2	0.1366638009	0.047	0.371	0.1128	0	0	2322	1	2	3.19E-06	116719.1465	65513.3333	3	2
DEXI	0.1366342753	0.006	0.903	0.04383	0	0	2323	1	2	1.21E-07	102498.4286	46685.5714	0	0
MKLN1	0.1365710865	0.038	0.428	0.10507	0	0	2324	1	2	2.14E-06	112912.0241	66720	2	1
ATXN3	0.1365457305	0.029	0.492	0.0963	0	0	2325	1	2	1.35E-06	101669.4545	45604	1	1
KRTAP23-1	0.1365324473	0.006	0.902	0.04377	0	0	2326	1	2	1.02E-07	121372.2	66733.3846	0	0
REPS1	0.136447341	0.038	0.427	0.10497	0	1	2327	1	2	2.11E-06	114394.1335	65313	2	0
TRMT12	0.1364417557	0.029	0.492	0.09621	0	1	2328	1	2	1.14E-06	120270.4454	66726	1	0
POLR2L	0.1363594764	0.006	0.901	0.04368	0	0	2329	1	2	1.19E-07	103714.6667	63200.0769	0	0
IVNS1ABP	0.1362894333	0.038	0.427	0.10484	0	0	2330	1	2	2.10E-06	114780.8502	66682	2	1
TCP1	0.1362740549	0.029	0.491	0.09608	0	0	2331	1	2	1.15E-06	119020.7047	66730	1	1
UBXN7	0.1362648156	0.029	0.491	0.09607	0	0	2332	1	2	1.20E-06	114050.7458	66686	1	1
CLASP1	0.1362123492	0.053	0.333	0.11718	0	0	2333	1	2	5.35E-06	94199.14415	45173.3333	4	4
ADNP	0.1359966626	0.038	0.426	0.1046	0	1	2334	1	2	2.01E-06	119614.3194	66730	2	0
PTH2	0.1359211368	0.006	0.899	0.04345	0	0	2335	1	2	1.26E-07	97191.8	44937.1765	0	0
YTHDC2	0.1359082337	0.053	0.333	0.11692	0	0	2336	1	2	4.67E-06	107654.675999999	36186	4	2
SRPR	0.1356860235	0.029	0.49	0.0956	0	0	2337	1	2	1.15E-06	118306.6228	66382	1	1
SFSWAP	0.1356822394	0.038	0.425	0.10434	0	0	2338	1	2	2.16E-06	111002.1505	66203	2	1
SLC2A13	0.1356609964	0.029	0.49	0.09558	0	1	2339	1	2	1.35E-06	100753.8533	66072	1	0
STXBP5	0.1355179355	0.046	0.368	0.11182	0	0	2340	1	2	3.33E-06	110765.5821	66549.3333	3	1
CNTN1	0.1354952625	0.046	0.368	0.1118	0	0	2341	1	2	3.16E-06	116702.6852	66544.6667	3	3
EVL	0.1354514264	0.029	0.489	0.09541	0	0	2342	1	2	1.23E-06	110345.8993	66556	1	1
DENND4B	0.13534648	0.046	0.367	0.11168	0	0	2343	1	2	3.70E-06	99548.21138	63584	3	2
ACAN	0.1349600877	0.046	0.366	0.11135	0	0	2344	1	2	3.54E-06	103715.9974	64280.6667	3	1
KBTBD6	0.1349533644	0.028	0.488	0.095	0	0	2345	1	2	1.12E-06	120564.0581	66646	1	1
FADS2	0.1349516399	0.028	0.488	0.095	0	0	2346	1	2	1.24E-06	108894.6333	51350	1	1
TENM4	0.1349454047	0.053	0.33	0.11607	0	0	2347	1	2	5.22E-06	95573.37654	66715.5	4	3
KIF5C	0.134879475	0.038	0.423	0.10369	0	0	2348	1	2	2.68E-06	88836.14706	56149	2	2
TBX21	0.1346214467	0.028	0.487	0.09473	0	1	2349	1	2	1.25E-06	107656.0784	42990	1	0
RDX	0.1345282177	0.038	0.422	0.1034	0	0	2350	1	2	2.20E-06	107884.0312	66719	2	1
CTNNB1	0.1344692334	0.038	0.422	0.10335	0	0	2351	1	2	2.03E-06	116857.7934	66728	2	1
CALD1	0.134422809	0.038	0.422	0.10331	0	0	2352	1	2	2.36E-06	100476.309	65630	2	2
RSBN1	0.1343992737	0.038	0.422	0.10329	0	0	2353	1	2	2.21E-06	107273.6652	66599	2	2
DNAJA2	0.1343647975	0.028	0.486	0.09453	0	0	2354	1	2	1.19E-06	112784.4512	66668	1	1
PPM1E	0.1343208732	0.028	0.486	0.09449	0	1	2355	1	2	1.21E-06	110869.8329	66598	1	0
GNG5	0.1341845393	0.006	0.891	0.04252	0	0	2356	1	2	1.15E-07	103211.7662	56837.6667	0	0
PLXNA4	0.134160832	0.052	0.329	0.11538	0	0	2357	1	2	4.26E-06	116374.3425	66598.5	4	3
NOL4	0.1339792338	0.037	0.42	0.10295	0	1	2358	1	2	2.07E-06	114104.0898	66067	2	0
COX7C	0.1338079838	0.006	0.89	0.04232	0	0	2359	1	2	1.12E-07	105252.5526	66533.0769	0	0
TRIM9	0.1335738756	0.028	0.484	0.09388	0	0	2360	1	2	1.22E-06	109111.9034	66738	1	1
SPANXN1	0.1334807369	0.006	0.888	0.04215	0	0	2361	1	2	1.34E-07	87447.90411	47967.2	0	0
PABPC1L	0.1334601977	0.028	0.483	0.09379	0	1	2362	1	2	1.34E-06	99223.20937	66208	1	0
ACTL6A	0.1334384714	0.028	0.483	0.09377	0	1	2363	1	2	1.18E-06	112651.7126	66724	1	0
TTC17	0.1332889385	0.046	0.362	0.10992	0	0	2364	1	2	3.24E-06	111754.4287	66288.6667	3	1
PTPN12	0.1332590097	0.037	0.418	0.10236	0	0	2365	1	2	2.14E-06	109667.8602	65548	2	1
BCL9L	0.1332121295	0.037	0.418	0.10232	0	0	2366	1	2	2.26E-06	103801.4353	66112	2	2
GXYLT1	0.1331834062	0.028	0.483	0.09357	0	0	2367	1	2	1.36E-06	97482.39394	50542	1	1
FASN	0.1330586569	0.052	0.326	0.11442	0	1	2368	1	2	5.34E-06	92013.03352	61574.5	4	1
